0,1,2,3,4,5,6,7,8
-117.088664,34.854208,TA\,  76 303 Truck Parking Spots; #0227,760-253-2922,I-15 Exit 178; 2930 Lenwood Road,Barstow,CA,92311,USA
-117.0825,34.8509,TA\,  Phillips 303 Truck Parking Spots; #6227,760-253-2922,I-15 Exit 178; 2930 Lenwood Road,Barstow,CA,92311,USA
-117.091748,34.856849,Love's\,  90 Truck Parking Spots; #0374,760-253-4080,I-15 Exit 178; 2974 Lenwood Rd,Barstow,CA,92311,USA
-117.543104,34.991618,Pilot\, 50 Truck Parking Spots; #0200,760-762-0041,US 395 & US 58; 5725 Hwy 58,Boron,CA,93516,USA
-115.509289,32.978618,Pilot\, 29 Truck Parking Spots; #1132,760-344-3695,1850 Main St,Brawley,CA,92227,USA
-119.3961,35.400999999999996,TA\,  Mobil RV Dump/Propane; 170 Truck Parking Spots; #0160,661-764-5266,I-5 Exit 257; 27769 Lagoon Drive,Buttonwillow,CA,93206,USA
-118.619346,34.494509,Pilot\, 50 Truck Parking Spots; #0372,661-257-2800,I-5 Exit 176; 31642 Castaic Rd,Castaic,CA,91384,USA
-120.54433,39.30958,AMBEST\,  Luckys Travel Plaza 5 Truck Parking Spots,530-426-0328,I-80 Exit 165; 90 Cisco Rd,Cisco Grove,CA,95728,USA
-116.17126599999999,33.717419,Love's\,  RV Dump; 52 Truck Parking Spots; #0207,760-775-3401,I-10 Exit 146; 45-761 Dillon Rd,Coachella,CA,92236,USA
-116.1756,33.7139,TA\,  Shell Propane; 205 Truck Parking Spots; #0041,760-342-6200,I-10 Exit 146; 46155 Dillon Road,Coachella,CA,92236,USA
-122.1967,39.9059,Petro\,  Mobil 120 Truck Parking Spots; #0309,530-824-4685,I-5 Exit 630; 2151 South Avenue,Corning,CA,96021,USA
-122.1985,39.9042,TA\,  Shell RV Dump/Propane; 254 Truck Parking Spots; #0040,530-824-4646,I-5 Exit 630; 3524 South Highway 99 W,Corning,CA,96021,USA
-122.196352,39.907601,Love's\,  RV Dump/Propane; 130 Truck Parking Spots; #0410,530-824-8767,I-5 Exit 630; 2120 South Ave,Corning,CA,96021,USA
-121.80503,38.489470000000004,AMBEST\,  Gill Sidhu Chevron,707-678-4400,I-80 Exit 67; 612 Fox Hollow Way,Dixon,CA,95620,USA
-121.950277,38.862003,Pilot\, Propane; 70 Truck Parking Spots; #0168,530-724-3060,I-5 Exit 554; 30035 County Road 8,Dunnigan,CA,95937,USA
-118.887325,34.816763,Flying J\, RV Lanes/RV Dump/Propane; 285 Truck Parking Spots/RV Parking; #0616,661-248-2600,I-5 Exit 205; 42810 Frazier Mtn,Frazier Park,CA,93243,USA
-117.39856499999999,34.409147999999995,Pilot\, 300 Truck Parking Spots; #0381,760-956-2844,I-15 Exit 141; 8701 Hwy 395,Hesperia,CA,92345,USA
-121.2794,37.8556,Flying J\, 106 Truck Parking Spots; #1017,209-982-1477,I-5 Exit 465; 345 Roth Rd,Lathrop,CA,95330,USA
-118.94851399999999,34.984559000000004,Petro\,  Mobil 415 Truck Parking Spots; #0327,661-663-4341,I-5 Exit 219; 5821 Dennis McCarthy Dr,Lebec,CA,93243,USA
-118.9841,34.9861,Petro\,  Mobil 415 Truck Parking Spots; #0327,661-663-4341,I-5 Exit 219; 5821 Dennis McCarthy Dr.,Lebec,CA,93243,USA
-120.73700000000001,37.3885,TA\,  Shell 102 Truck Parking Spots; #0170,209-394-4418,SR 99 Exit 203; 435 Winton Pkwy.,Livingston,CA,95334,USA
-121.394173,38.117877,Flying J\, RV Lanes/RV Dump/Propane; 187 Truck Parking Spots/RV Parking; #0617,209-339-4066,I-5 Exit 485; 15100 N Thornton Rd,Lodi,CA,95242,USA
-121.39261,38.117395,Love's\,  RV Dump/Propane; 75 Truck Parking Spots; #0538,209-333-9392,I-5 Exit 485; 15250 North Thornton Rd,Lodi,CA,95242,USA
-119.65888000000001,35.616981,Love's\,  RV Dump; 49 Truck Parking Spots; #0230,661-797-1800,I-5 Exit 278; 21948 Hwy 46,Lost Hills,CA,93249,USA
-119.658782,35.615131,Pilot\, 70 Truck Parking Spots; #0154,661-797-2122,I-5 Exit 278; 14808 Warren St,Lost Hills,CA,93249,USA
-119.6943,35.6163,AMBEST\,  Lost Hills Travel Ctr 40 Truck Parking Spots,661-797-2354,I-5 Exit 278; 14814 Aloma St,Lost Hills,CA,93249,USA
-120.13317099999999,37.019469,Pilot\, Propane; 150 Truck Parking Spots; #0365,559-673-3878,Hwy 99 Exit 159; 22717 Ave 18 1/2,Madera,CA,93637,USA
-116.546529,33.903033,Pilot\, 80 Truck Parking Spots; #0307,760-329-5562,I-10 Exit 120; 6605 N Indian Canyon,North Palm Springs,CA,92258,USA
-117.5566,34.0647,Petro 559 Truck Parking Spots; #5007,909-390-7800,I-10 Exit 57; 4325 E. Guasti Road,Ontario,CA,91761,USA
-117.5614,34.0649,TA\,  Shell 549 Truck Parking Spots; #0162,909-390-2525,I-10 Exit 57; 4265 East Guasti Road,Ontario,CA,91761,USA
-122.20793300000001,39.750129,Pilot\, RV Lanes/RV Dump; 75 Truck Parking Spots; #1019,530-865-0108,I-5 Exit 619; 4444 Commerce Ln,Orland,CA,95963,USA
-121.165039,37.465164,Flying J\, RV Lanes; 134 Truck Parking Spots/RV Parking; #1080,209-892-9225,I-5 Exit 434; 2275 Sperry Ave,Patterson,CA,95363,USA
-122.3349,40.5048,TA\,  Shell 196 Truck Parking Spots; #0057,530-221-4760,I-5 Exit 673; 19483 Knighton Road,Redding,CA,96002,USA
-121.14151000000001,37.755193,Love's\,  RV Dump; 96 Truck Parking Spots; #0223,209-599-0740,Hwy 99 Exit 237B; 1553 Colony Rd,Ripon,CA,95366,USA
-121.144322,37.756119,Flying J\, RV Lanes/RV Dump/Propane; 197 Truck Parking Spots/RV Parking; #0618,209-599-4141,Hwy 99 Exit 237; 1501 N Jack Tone Rd,Ripon,CA,95366,USA
-121.53838,38.617049,Pilot\, RV Dump/Propane; 275 Truck Parking Spots; #0879,916-927-4774,I-80 Exit 85; 2828 El Centro Rd,Sacramento,CA,95833,USA
-121.629883,36.665605,Pilot\, 75 Truck Parking Spots; #0237,831-775-0380,US 101 Exit 326; 951 Work St,Salinas,CA,93901,USA
-116.952564,32.569229,Pilot\, 150 Truck Parking Spots; #0343,619-661-9558,i-805 Exit 1B; 1497 Piper Ranch Rd,San Diego,CA,92154,USA
-121.0155,37.0547,Petro\,  Shell 124 Truck Parking Spots; #0346,209-827-8025,Hwy 60 Exit 152; 28991 West Gonzaga,Santa Nella,CA,95322,USA
-121.0143,37.1089,TA\,  Shell RV Dump; 216 Truck Parking Spots; #0163,209-826-0741,I-5 Exit 407; 12310 S. Hwy 33,Santa Nella,CA,95322,USA
-121.016625,37.111363,Love's\,  98 Truck Parking Spots; #0441,209-827-1399,I-5 Exit 407; 29025 West Plaza Dr,Santa Nella,CA,95322,USA
-118.40815,35.12607,Love's\,  RV Dump; 82 Truck Parking Spots; #0392,661-823-1484,Hwy 58 Exit 151; 2000 East Tehachapi Blvd,Tehachapi,CA,93561,USA
-116.40360600000001,33.818220000000004,Flying J\, RV Dump/Propane; 88 Truck Parking Spots/RV Parking; #0765,760-343-1500,I-10 Exit 130; 72235 Varner Rd,Thousand Palms,CA,92276,USA
-119.333018,36.180434000000005,Flying J\, RV Lanes/RV Dump/Propane; 138 Truck Parking Spots; #1071,559-686-0206,Hwy 99 Exit 85; 979 E Paige Ave,Tulare,CA,93274,USA
-119.330122,36.180909,Love's\,  104 Truck Parking Spots; #0382,559-686-1400,Hwy 99 Exit 85; 2700 S. Blackstone St,Tulare,CA,93274,USA
-121.95308,38.3946,AMBEST\,  Vaca Valley Travel Center 5 Truck Parking Spots,707-451-7533,I-505 Exit 1; 1115 Crocker DR,Vacaville,CA,95688,USA
-122.376149,41.399159999999995,Pilot\, RV Lanes/RV Dump/Propane; 80 Truck Parking Spots; #0137,530-938-9600,I-5 Exit 745; 395 e Vista Dr,Weed,CA,96094,USA
-121.26376200000001,37.538409,AMBEST\,  Joe's Travel Plaza 11 120 Truck Parking Spots,209-894-3040,I-5 Exit 441; 4415 Howard Road,Westley,CA,95387,USA
-115.626846,33.036986999999996,Love's\,  RV Dump/Propane; 84 Truck Parking Spots; #0749,760-351-8725,551 W Main St,Westmoreland,CA,92281,USA
-122.14157900000001,39.166946,Love's\,  RV Dump/Propane; 103 Truck Parking Spots; #0652,530-473-3030,I-5 Exit 578; 100 Margurite St,Williams,CA,95987,USA
-104.793789,39.762702000000004,Flying J\, RV Lanes/RV Dump/Propane; 149 Truck Parking Spots/RV Parking; #0619,303-366-7600,I-70 Exit 285 (South); 16751 East 32nd Ave,Aurora,CO,80011,USA
-104.434744,39.741233,Love's\,  Propane; 90 Truck Parking Spots; #0300,303-644-3585,I-70 Exit 304; 1191 S. 1st Street,Bennett,CO,80102,USA
-104.97229899999999,40.293048,Love's\,  RV Dump/Propane; 82 Truck Parking Spots; #0668,970-532-2507,Hwy 56 Exit 250; 3800 E Hwy 56,Berthoud,CO,80513,USA
-103.639915,40.266661,Love's\,  100 Truck Parking Spots; #0649,970-842-9840,I-76 Exit 89; 1015 Hospital Rd,Brush,CO,80723,USA
-103.62100000000001,40.2665,TA Express - Conoco 15 Truck Parking Spots; #0648,970-842-3122,I-76 Exit 90; 1041 N Colorado Ave,Brush,CO,80723,USA
-102.27750400000001,39.291364,Love's\,  RV Dump/Propane; 73 Truck Parking Spots; #0644,719-346-5204,I-70 Exit 437; 582 S Lincoln St,Burlington,CO,80807,USA
-104.905,39.7908,TA\,  Shell 224 Truck Parking Spots; #0148,303-286-0123,I-70/270 Exit 278; 5101 Quebec Street,Commerce City,CO,80022,USA
-104.90454,39.784783000000004,Sapp TC\,  Propane; 185 Truck Parking Spots,303-289-3910,I-70 Exit 278; 7120 East 49th Ave,Denver,CO,80022,USA
-102.78516,38.487838,Love's\,  RV Dump; 50 Truck Parking Spots; #0653,719-438-5500,Hwy 287 Exit N of Town; 15596 Hwy 287,Eads,CO,81036,USA
-108.73884299999999,39.154152,AMBEST\,  Alta Convenience 54 Truck Parking Spots,970-858-8006,I-70 Exit 19; 555 Raptor Rd,Fruita,CO,81521,USA
-108.64761100000001,39.112333,Pilot\, RV Lanes; 69 Truck Parking Spots; #0592,970-245-1495,I-70 Exit 26; 2195 Hwy 6/50,Grand Junction,CO,81505,USA
-108.6408,39.1089,TA Express - Phillips 68 Truck Parking Spots; #0264,970-243-7401,I-70 Exit 26; 2222 Hwy 6,Grand Junction,CO,81505,USA
-108.64621299999999,39.114154,Love's\,  RV Dump/Propane; 80 Truck Parking Spots; #0517,970-241-3337,I-70 Exit 26; 748 22 Road,Grand Junction,CO,81505,USA
-104.649147,40.077008,Love's\,  RV Dump/Propane; 63 Truck Parking Spots; #0377,303-536-9900,I-76 Exit 31; 201 East Bison Hwy,Hudson,CO,80642,USA
-104.984,40.363,Petro\,  Sinclair Propane; 110 Truck Parking Spots; #0399,970-667-2069,I-25 Exit 254; 2842 SE Frontage Road,Johnstown,CO,80534,USA
-102.63071,38.115520000000004,AMBEST\,  Ports to Plains Travel Plaza 100 Truck Parking Spots,719-336-3445,33110 CR 7,Lamar,CO,81052,USA
-102.61846,38.09588,Pilot\, 34 Truck Parking Spots; #1052,719-336-2573,708 N Main St,Lamar,CO,81052,USA
-102.62026999999999,38.095707,Love's\,  20 Truck Parking Spots; #0023,719-336-5202,Hwy 287/50 Exit Larmar Canal Rd; 605 N. Main,Lamar,CO,81052,USA
-103.706,39.2705,TA\,  Phillips 104 Truck Parking Spots; #0228,719-775-2811,I-70 Exit 359; 2200 Ninth Street,Limon,CO,80828,USA
-103.709784,39.275403000000004,Flying J\, RV Lanes/RV Dump/Propane; 200 Truck Parking Spots/RV Parking; #0621,719-775-9286,I-70 Exit 359; 2495 Williams Ave,Limon,CO,80828,USA
-104.854718,39.056354,Pilot\, 72 Truck Parking Spots; #1110,719-487-7555,I-25 Exit 158; 15455 Terazzo Dr,Monument,CO,80132,USA
-104.622913,38.342378000000004,Love's\,  Propane; 35 Truck Parking Spots; #0226,719-253-1338,I-25 Exit 104; 6470 N. Elizabeth St,Pueblo,CO,81008,USA
-106.85178300000001,40.492183000000004,Pilot\,  Thomas Cardlock #0781,970-879-2804,1694 13th St,Steamboat Springs,CO,80487,USA
-104.7938,37.6537,TA Express - Phillips 50 Truck Parking Spots; #0649,719-738-5733,I-25 Exit 52; 455 US-85,Walsenburg,CO,81089,USA
-105.1344,39.7792,TA\,  Shell 163 Truck Parking Spots; #0174,303-423-8250,I-70 Exit 266; 12151 W 44th Ave,Wheat Ridge,CO,80033,USA
-72.7595,41.2968,TA Express - BP 75 Truck Parking Spots; #0115,203-481-0301,I-95 Exit 56; 3 East Industrial Road,Branford,CT,6405,USA
-73.022534,41.236582,Pilot\, 150 Truck Parking Spots; #0255,203-876-1266,I-95 Exit 40; 433 Old Gate Rd,Milford,CT,06460,USA
-72.9102,41.5639,TA\,  BP 145 Truck Parking Spots; #0154,860-621-0106,I-84 Exit 28; 1875 Meriden-Waterbury Turnpike,Milldale,CT,6467,USA
-71.800032,41.442426,Pilot\, 120 Truck Parking Spots; #0882,860-599-2020,I-95 Exit 93; 273 Clarks Falls Rd,North Stonington,CT,06359,USA
-72.2615,41.9177,TA\,  Shell RV Dump; 240 Truck Parking Spots; #0022,860-684-0499,I-84 Exit 71; 327 Ruby Road,Willington,CT,6279,USA
-75.690264,39.662904,AMBEST\,  Sunoco 7/11 - 40122 100 Truck Parking Spots,302-266-0230,I-95 MM2; 530 JFK Memorial Hwy,Newark,DE,19702,USA
-81.80073399999999,28.155314,Love's\,  RV Dump; 160 Truck Parking Spots; #0228,863-984-7030,I-4 Exit 44; 1800 Hwy 559,Auburndale,FL,33868,USA
-81.9841,30.2855,TA\,  Shell 90 Truck Parking Spots; #0247,904-266-4281,I-10 Exit 343; 1024 US 301 South,Baldwin,FL,32234,USA
-81.984213,30.283979,Pilot\, 50 Truck Parking Spots; #0087,904-266-4238,I-10 Exit 343; 1050 US 301 South,Baldwin,FL,32234,USA
-81.71915,27.91668,Pilot\, 38 Truck Parking Spots; #1128,863-537-1000,7990 SR 60 E,Bartow,FL,33830,USA
-82.147295,28.66811,Love's\,  RV Dump; 99 Truck Parking Spots; #0708,452-793-1019,I-75 Exit 314; 2615 W C-48,Bushnell,FL,33513,USA
-80.792764,28.359603000000003,Pilot\, 25 Truck Parking Spots; #0088,321-639-0346,I-95 Exit 201; 4455 King St,Cocoa,FL,32926,USA
-80.802233,28.374809000000003,Flying J\, 89 Truck Parking Spots; #1096,321-433-3150,I-95 Exit 202; 1101 Friday Rd,Cocoa,FL,32926,USA
-85.382736,30.748814000000003,Love's\,  Propane; 110 Truck Parking Spots; #0453,850-352-2041,I-10 Exit 130; 2510 Hwy 231,Cottondale,FL,32431,USA
-82.321754,28.326345,Flying J\, RV Lanes/RV Dump/Propane; 180 Truck Parking Spots/RV Parking; #0624,352-588-5444,I-75 Exit 285; 29933 SR 52,Dade City,FL,33576,USA
-81.65769399999999,28.243772999999997,Love's\,  RV Dump/Propane; 67 Truck Parking Spots; #0627,863-420-3623,I-4 Exit 55; 45000 Hwy 27,Davenport,FL,33897,USA
-80.207913,26.086491,AMBEST\,  Florida 595 Truck Stop 350 Truck Parking Spots,954-357-1480,I-595 Exit 8; 2705 Burris Rd,Davie,FL,33314,USA
-82.512008,27.528434000000004,Pilot\, 10 Truck Parking Spots; #0089,941-729-6288,I-75 Exit 224; 1526 51st Ave East,Ellenton,FL,34222,USA
-81.802483,26.655935999999997,Pilot\, 80 Truck Parking Spots; #0352,239-693-6868,I-75 Exit 139; 6050 Plaza Dr,Fort Myers,FL,33905,USA
-80.397701,27.413166999999998,Love's\,  100 Truck Parking Spots; #0415,772-460-5777,I-95 Exit 129; 7150 Okeechobee Rd,Fort Pierce,FL,34945,USA
-80.40014599999999,27.413891999999997,Pilot\, Propane; 100 Truck Parking Spots; #0090,772-460-0611,I-95 Exit 129; 7300 West Okeechobee,Fort Pierce,FL,34945,USA
-80.398071,27.449632,Flying J\, RV Lanes/RV Dump/Propane; 156 Truck Parking Spots/RV Parking; #0622,772-461-0091,I-95 Exit 131 B; 100 North Kings Hwy,Fort Pierce,FL,34945,USA
-80.39794300000001,27.445511,Love's\,  Propane; 130 Truck Parking Spots; #0467,772-489-0363,I-95 Exit 131B; 200 S. King Highway,Fort Pierce,FL,34945,USA
-81.63842199999999,28.118173,Pilot\, RV Lanes/RV Dump/Propane; 80 Truck Parking Spots; #0471,863-421-3571,Hwy 27 35647 Hwy 27 North,Haines City,FL,33845,USA
-82.08676,29.601978999999996,Love's\,  RV Dump; 71 Truck Parking Spots; #0620,352-481-0170,Hwy 301 Exit SE 57 Ave; 5615 SE US Hwy 301,Hawthorne,FL,32640,USA
-81.764116,30.371514,Pilot\, 88 Truck Parking Spots; #1047,904-786-7844,I-295 Exit 25; 4075 Jones Branch Rd,Jacksonville,FL,32219,USA
-81.572949,30.414116999999997,Pilot\, Express 27 Truck Parking Spots; #1149,904-696-9566,I-295 Exit 40; 3515 Zoo Pkwy,Jacksonville,FL,32226,USA
-81.493909,30.065564000000002,Pilot\, 30 Truck Parking Spots; #0091,904-826-3618,I-95 Exit 329; 1625 CR 210,Jacksonville,FL,32259,USA
-81.4963,30.0666,TA\,  Mobil 137 Truck Parking Spots; #0248,904-829-3946,I-95 Exit 329; 1650 C.R. 210 West,Jacksonville,FL,32259,USA
-81.633737,30.516319,Love's\,  RV Dump/Propane; 82 Truck Parking Spots; #0603,904-696-1463,I-95 Exit 366; 400 Pecan Park Road,Jacksonville,FL,32218,USA
-82.93363199999999,30.45212,Love's\,  Propane; 119 Truck Parking Spots; #0470,386-792-3095,I-75 Exit 451; 11459 SW 61st Way,Jasper,FL,32052,USA
-83.059093,30.516296999999998,Pilot\, Propane; 90 Truck Parking Spots; #0500,386-638-1635,I-75 Exit 460; 8067 SR 6 West,Jasper,FL,32052,USA
-83.07075,30.503140000000002,AMBEST\,  Busy Bee 14 35 Truck Parking Spots,386-487-2920,I-75 Exit 460; 8215 Hwy 6,Jasper,FL,32052,USA
-82.597821,30.002419,Love's\,  99 Truck Parking Spots; #0714,386-752-2466,I-75 Exit 414; 13700 S Hwy 441,Lake City,FL,32025,USA
-83.29740100000001,30.377124,Love's\,  RV Dump; 103 Truck Parking Spots; #0379,850-971-4115,I-10 Exit 262; 3204 SE County Rd. 255,Lee,FL,32059,USA
-82.960101,30.332566999999997,AMBEST\,  Busy Bee 25 25 Truck Parking Spots,386-487-2935,I-10 Exit 283; 6458 Hwy 129,Live Oak,FL,32340,USA
-85.1825,30.7187,TA\,  BP 123 Truck Parking Spots; #0178,850-526-3303,I-10 Exit 142; 2112 Highway 71 South,Marianna,FL,32448,USA
-85.186994,30.725543,Pilot\, 90 Truck Parking Spots; #0374,850-482-2148,I-10 Exit 142; 2209 Hwy 71,Marianna,FL,32448,USA
-80.365669,25.884676000000002,Pilot\, 65 Truck Parking Spots; #0873,305-883-1004,Hwy 27; 12200 NW South River,Medley,FL,33178,USA
-80.245671,25.925213,Pilot\, 10 Truck Parking Spots; #0897,305-623-3434,SR 826; 16650 NW 27th Ave,Miami Gardens,FL,33054,USA
-80.480704,25.760165,Pilot\, Propane; 30 Truck Parking Spots; #0874,305-553-6203,US 41 & SR 997; 17696 SW 8th St,Miami,FL,33194,USA
-84.42072399999999,30.485112,Pilot\, RV Lanes/RV Dump; 90 Truck Parking Spots; #0425,850-576-3200,I-10 Exit 192; 33333 Blue Star Hwy,Midway,FL,32343,USA
-81.13194641,26.83494491,Love's\,  RV Dump; 77 Truck Parking Spots; #0683,863-946-0519,Hwy 27 Exit SR 78; 23073 N US Hwy 27,Moore Haven,FL,33471,USA
-86.34913814,30.73387853,Love's\,  RV Dump/Propane; 82 Truck Parking Spots; #0561,850-951-1067,I-10 Exit 70; 17750 Hwy 285 Drive S,Mossy Head,FL,32435,USA
-81.81506999999999,26.713959999999997,Love's\,  RV Dump/Propane; 96 Truck Parking Spots; #0495,239-731-9217,I-75 Exit 143; 17308 Park 78 Drive,North Fort Myers,FL,33917,USA
-82.159188,29.024514,Pilot\, 60 Truck Parking Spots; #0293,352-347-8555,I-75 Exit 341; 2020 SW 135th St,Ocala,FL,34473,USA
-82.18890400000001,29.265829999999998,Pilot\, 125 Truck Parking Spots/RV Parking; #0424,352-867-8300,I-75 Exit 358; 4032 West Hwy 326,Ocala,FL,34482,USA
-82.191583,29.268327000000003,Pilot\, 130 Truck Parking Spots; #0092,352-402-9081,I-75 Exit 358; 4255 NW Hwy 326,Ocala,FL,34482,USA
-82.198425,29.267561999999998,Love's\,  70 Truck Parking Spots; #0363,352-368-5719,I-75 Exit 358; 7791 NW 47th Avenue,Ocala,FL,34482,USA
-80.90150200000001,27.699069,Pilot\, 40 Truck Parking Spots; #0096,407-436-1224,FL Turnpike Exit 193; 3051 SR 60,Okeechobee,FL,34972,USA
-81.13478802,29.33992768,Love's\,  RV Dump; 69 Truck Parking Spots; #0316,386-671-9585,I-95 Exit 273; 1657 US Hwy 1,Ormond Beach,FL,32174,USA
-81.65652,29.65509,AMBEST\,  Sunoco 7/11 - 40363,386-328-0043,2600 Reid St,Palatka,FL,32177,USA
-80.63231,27.99815,AMBEST\,  Sunoco 7/11 - 40354,321-951-3333,1180 Malabar Rd,Palm Bay,FL,32907,USA
-82.009275,26.894739,Pilot\, 70 Truck Parking Spots; #0094,941-637-3974,I-75 Exit 161; 26505 Jones Loop Rd,Punta Gorda,FL,33950,USA
-84.42988100000001,30.493933000000002,Flying J\, RV Lanes/RV Dump/Propane; 150 Truck Parking Spots/RV Parking; #0623,850-574-1299,I-10 Exit 192; 32670 Blue Star Hwy,Quincy,FL,32343,USA
-82.2475,29.4108,Petro\,  BP RV Dump/Propane; 270 Truck Parking Spots; #0323,352-591-1881,I-75 Exit 368; 7401 West Hwy 318,Reddick,FL,32686,USA
-82.3006,28.0099,TA Express - BP RV Dump; 81 Truck Parking Spots; #0158,813-262-1560,I-4 Exit 10; 11706 Tampa Gateway Blvd.,Seffner,FL,33584,USA
-80.717287,26.666437,Pilot\, 24 Truck Parking Spots; #1046,561-996-1740,210 Hwy 27,South Bay,FL,33493,USA
-81.343694,29.749927000000003,Flying J\, RV Lanes/RV Dump/Propane; 160 Truck Parking Spots/RV Parking; #0626,904-794-0426,I-95 Exit 305; 950 SR 206 West,St Augustine,FL,32086,USA
-82.3036,28.010533000000002,Flying J\, RV Lanes/RV Dump/Propane; 30 Truck Parking Spots/RV Parking; #0625,813-612-9348,I-4 Exit 10; 11555 East Sligh Ave,Tampa,FL,33584,USA
-80.511289,27.637793,TA\,  BP 162 Truck Parking Spots; #0197,772-562-1791,I-95 Exit 147; 8909 20th Street,Vero Beach,FL,32966,USA
-80.51100000000001,27.680999999999997,TA\,  BP 162 Truck Parking Spots; #0672,772-562-1791,I-95 Exit 147; 8909 20th Street,Vero Beach,FL,32966,USA
-82.169127,29.814268,Pilot\, 50 Truck Parking Spots; #1058,352-468-1590,17276 NE Hwy 301,Waldo,FL,32694,USA
-82.09520699999999,28.873645,Pilot\, Propane; 10 Truck Parking Spots; #0095,352-748-4486,I-75 Exit 329; 493 East SR 44,Wildwood,FL,34785,USA
-82.0939,28.875,TA\,  BP 170 Truck Parking Spots; #0053,352-748-2501,I-75 Exit 329; 556 E. St. Rt. 44,Wildwood,FL,34785,USA
-82.090056,28.874240999999998,Pilot\, 50 Truck Parking Spots; #4556,352-748-4354,I-75 Exit 329; 744 E SR 44,Wildwood,FL,34785,USA
-84.08578,31.580923,Pilot\, 80 Truck Parking Spots; #0260,229-878-1355,Hwy 300 & Clark Ave; 310 Cordele Rd,Albany,GA,31705,USA
-84.4905,33.7865,Petro\,  Shell Propane; 411 Truck Parking Spots; #0322,404-794-7772,I-285 Exit 12; 3181 Donald Lee Hollowell Parkway,Atlanta,GA,30318,USA
-84.312174,33.685437,Pilot\, 100 Truck Parking Spots; #0331,404-212-8733,I-285 Exit 51; 2605 Bouldercrest,Atlanta,GA,30316,USA
-82.131155,33.479981,Pilot\, 30 Truck Parking Spots; #0065,706-860-6677,I-20 Exit 194; 4091 Jimmie Dyess Pkwy,Augusta,GA,30909,USA
-82.03339100000001,33.524163,Pilot\, 90 Truck Parking Spots; #0144,706-667-6557,I-20 Exit 200; 2975 Gun Club Rd,Augusta,GA,30907,USA
-83.76165400000001,34.119723,Pilot\, 70 Truck Parking Spots; #0066,706-654-2820,I-85 Exit 129; 5888 Hwy 53,Braselton,GA,30517,USA
-81.5799,31.1381,TA\,  BP 107 Truck Parking Spots; #0258,912-279-3386,I-95 Exit 29; 185 Dungeness Drive,Brunswick,GA,31523,USA
-81.571922,31.13755,Love's\,  Propane; 78 Truck Parking Spots; #0405,912-264-2777,I-95 Exit 29; 2766 US Hwy 17 S,Brunswick,GA,31523,USA
-81.578249,31.140853999999997,Flying J\, RV Lanes/RV Dump/Propane; 150 Truck Parking Spots/RV Parking; #0627,912-280-0006,I-95 Exit 29; 2990 US Hwy 17 South,Brunswick,GA,31523,USA
-83.744558,32.612766,Pilot\, 150 Truck Parking Spots; #0267,478-956-5316,I-75 Exit 146; 2965 Hwy 247C,Byron,GA,31008,USA
-84.935939,34.558868,Pilot\, 120 Truck Parking Spots; #4558,706-625-5580,I-75 Exit 318; 2111 Hwy 41 NE,Calhoun,GA,30701,USA
-83.22675100000001,34.389815999999996,Pilot\, 80 Truck Parking Spots; #4557,706-384-3084,I-20 Exit 116; 11156 Hwy 106,Carnesville,GA,30521,USA
-83.3201,34.3476,Petro\,  BP RV Dump; 221 Truck Parking Spots; #0377,706-335-1984,I-85 Exit 160; 10200 Old Federal Rd.,Carnesville,GA,30521,USA
-83.32231999999999,34.347462,Flying J\, RV Lanes/RV Dump/Propane; 190 Truck Parking Spots/RV Parking; #0628,706-335-6656,I-85 Exit 160; 10226 Old Federal Rd,Carnesville,GA,30521,USA
-84.807653,34.272040000000004,Pilot\, 100 Truck Parking Spots; #0067,770-607-7835,I-75 Exit 296; 968 Cassville-White Rd,Cartersville,GA,30120,USA
-84.8075,34.2739,TA\,  BP 212 Truck Parking Spots; #0146,770-607-8885,I-75 Exit 296; 981 Cassville-White Road,Cartersville,GA,30121,USA
-83.4632,34.2528,TA\,  Shell 89 Truck Parking Spots; #0156,706-335-5198,I-85 Exit 149; 30732 Hwy 441 South,Commerce,GA,30529,USA
-83.74661,31.960264000000002,Pilot\, RV Lanes/RV Dump/Propane; 60 Truck Parking Spots; #0416,229-271-5775,I-75 Exit 101; 2201 East 16th Ave,Cordele,GA,31015,USA
-84.981043,34.655613,Pilot\, RV Dump; 210 Truck Parking Spots; #0421,706-370-4060,I-75 Exit 326; 142 Carbondale Rd,Dalton,GA,30721,USA
-85.000111,34.686834999999995,Pilot\, 100 Truck Parking Spots; #0319,706-277-7934,I-75 Exit 328; 243 Connector 3 SW,Dalton,GA,30720,USA
-82.981753,32.495759,Love's\,  RV Dump/Propane; 61 Truck Parking Spots; #0320,478-296-1368,I-16 Exit 49; 3009 Hwy 257,Dublin,GA,31021,USA
-82.934364,32.490477,Pilot\, 20 Truck Parking Spots; #0068,478-275-2143,I-16 Exit 51; 2185 US Hwy 441,Dublin,GA,31021,USA
-84.743165,34.118857,Love's\,  97 Truck Parking Spots; #0359,770-382-4141,I-75 Exit 283; 150 Old Allatoona Rd SE,Emerson,GA,30121,USA
-84.871354,33.159438,Love's\,  RV Dump/Propane; 56 Truck Parking Spots; #0376,706-637-4311,I-85 Exit 28; 1621 Bass Cross Rd,Hogansville,GA,30230,USA
-84.0585,33.2065,TA\,  Valero 108 Truck Parking Spots; #0268,770-775-2076,I-75 Exit 201; 122 Truckstop Way,Jackson,GA,30233,USA
