,longitude,latitude,store_type,store_id,gas,address,city,state,zip_code,parking  ,phone_number
2975,-83.650196,42.229233,Walmart Supercenter,#1824,No Gas,2515 Ellsworth Rd; I-94 Exit 181,Ypsilanti,MI,48197,Parking Available,(734) 434-5620
2976,-83.681767,42.208863,Sam's Club,#6667,Gas,5450 Carpenter Rd,Ypsilanti,MI,48197,Parking Available,(734) 434-1326
2977,-93.326498,43.663941,Walmart Supercenter,#1020,No Gas,1550 Blake Ave; I-35 Exit 11,Albert Lea,MN,56007,Parking Available,(507) 377-2998
2978,-95.383591,45.848256,Walmart Supercenter,#1632,No Gas,4611 Hwy 29 S; I-94 Exit 103,Alexandria,MN,56308,Parking Available,(320) 762-8945
2979,-93.314185,45.219754,Walmart Supercenter,#1999,No Gas,1851 Bunker Lake Blvd,Andover,MN,55304,Parking Available,(763) 354-1559
2980,-93.201313,44.733923,Sam's Club,#4736,No Gas,14940 Florence Trail,Apple Valley,MN,55124,Parking Available,(952) 432-1200
2981,-93.224473,44.734442,Walmart Supercenter,#2642,No Gas,7835 150th St. W,Apple Valley,MN,55124,No Parking,(952) 431-9700
2982,-92.987098,43.686934,Walmart Supercenter,#4257,No Gas,1000 18th Ave NW; I-90 Exit 177,Austin,MN,55912,Parking Available,(507) 434-8176
2983,-94.2493,46.3428,Walmart Supercenter,#1654,No Gas,7295 Glory Rd,Baxter,MN,56425,Parking Available,(218) 829-2220
2984,-94.909439,47.496717,Walmart Supercenter,#3233,Gas/Diesel,2025 Paul Bunyan Dr NW,Bemidji,MN,56601,Parking Available,(218) 755-5120
2985,-94.9110469,47.4958196,Murphy USA,#6752,Gas/Diesel,2211 Paul Bunyan Dr NW,Bemidji,MN,56601,Parking Available,(218) 444-6546
2986,-93.23754,45.180114,Walmart Supercenter,#5976,No Gas,11505 Ulysses ST NE,Blaine,MN,55434,No Parking,(763) 354-1979
2987,-93.158861,45.15966,Walmart Supercenter,#3498,No Gas,4369 Ball Rd NE; I-35W Exit 33,Blaine,MN,55014,Parking Available,(763) 784-0147
2988,-93.281944,44.86024,Sam's Club,#4787,Gas,200 American Blvd W; I-494 Exit 4,Bloomington,MN,55420,Parking Available,(952) 888-1050
2989,-93.264134,44.860852,Walmart Supercenter,#2198,No Gas,700 American Blvd E: I-494 Exit 3,Bloomington,MN,55420,No Parking,(952) 854-5600
2990,-93.316911,45.057023,Walmart Supercenter,#5625,No Gas,1200 Shingle Creek Crossing: I-94 Exit 35,Brooklyn Center,MN,55430,No Parking,(763) 354-1941
2991,-93.386106,45.100341,Walmart Supercenter,#1864,Gas/Diesel,8000 Lakeland Ave N,Brooklyn Park,MN,55445,No Parking,(763) 424-4842
2992,-93.387907,45.101029,Murphy USA,#7577,Gas/Diesel,8050 Lakeland Ave N,Brooklyn Park,MN,55445,Parking Available,(763) 493-0952
2993,-93.8762842,45.188045,Murphy USA,#7078,Gas/Diesel,1219 Hwy 25 N,Buffalo,MN,55313,Parking Available,(763) 684-4010
2994,-93.877523,45.189964,Walmart Supercenter,#1577,Gas/Diesel,1315 Hwy 25 N,Buffalo,MN,55313,Parking Available,(763) 682-2958
2995,-93.284733,44.781471,Walmart Supercenter,#5977,No Gas,12200 River Ridge Blvd; I-35W Exit 3,Burnsville,MN,55337,Parking Available,(952) 356-0018
2996,-93.1979675,45.5722351,Murphy USA,#6811,Gas/Diesel,2046 2nd Ave SE,Cambridge,MN,55008,Parking Available,(763) 691-1714
2997,-93.197642,45.571223,Walmart Supercenter,#2352,Gas/Diesel,2101 2nd Ave SE,Cambridge,MN,55008,Parking Available,(763) 689-0606
2998,-92.453296,46.703411,Walmart Supercenter,#1929,Gas/Diesel,1308 Hwy 33 S; I-35 Exit 237,Cloquet,MN,55720,Parking Available,(218) 878-0737
2999,-92.456135,46.7036828,Murphy USA,#6961,Gas/Diesel,1310 Hwy 33 S; I-35 Exit 237,Cloquet,MN,55720,Parking Available,(218) 879-7513
3000,-93.360804,45.207374,Walmart,#1562,No Gas,13020 Riverdale Dr,Coon Rapids,MN,55448,No Parking,(763) 421-2622
3001,-92.91644,44.808628,Walmart Supercenter,#2448,No Gas,9300 E Point Douglas Rd,Cottage Grove,MN,55016,Parking Available,(651) 846-2831
3002,-96.608929,47.791535,Walmart Supercenter,#3758,No Gas,1930 Sahlstrom Dr,Crookston,MN,56716,Parking Available,(218) 281-2970
3003,-95.8771665,46.827849,Murphy USA,#6656,Gas,1557 Hwy 10 W,Detroit Lakes,MN,56501,Parking Available,(218) 846-1177
3004,-95.877825,46.826581,Walmart Supercenter,#2957,Gas,1583 Hwy 10 W,Detroit Lakes,MN,56501,Parking Available,(218) 847-1126
3005,-96.72388,46.881488,Walmart Supercenter,#1627,No Gas,415 34th St N,Dilworth,MN,56529,Parking Available,(218) 233-9822
3006,-93.163179,44.828772,Walmart,#1786,No Gas,1360 Town Centre Dr; I-35 Exit 97,Eagan,MN,55123,No Parking,(651) 686-7428
3007,-93.152193,44.845757,Sam's Club,#4738,Gas,3035 Denmark Ave,Eagan,MN,55121,Parking Available,(651) 405-0079
3008,-93.43224,44.856124,Walmart Supercenter,#1855,No Gas,12195 Singletree Lane; I-494 Exit 11,Eden Prairie,MN,55344,Parking Available,(952) 829-9040
3009,-93.549823,45.299987,Walmart Supercenter,#3209,No Gas,18185 Zane St,Elk River,MN,55330,No Parking,(763) 441-3461
3010,-94.444934,43.682922,Walmart Supercenter,#3806,No Gas,1250 Goemann Rd; I-90 Exit 102,Fairmont,MN,56031,Parking Available,(507) 235-2500
3011,-93.30467,44.289733,Walmart Supercenter,#1657,No Gas,150 Western Ave; I-35 Exit 56,Faribault,MN,55021,Parking Available,(507) 332-0232
3012,-96.12482,46.2911,Walmart Supercenter,#1696,No Gas,3300 Hwy 210 W; I-94 Exit 54,Fergus Falls,MN,56537,Parking Available,(218) 739-5552
3013,-93.000425,45.277056,Walmart Supercenter,#2274,No Gas,200 12th St SW: I-35 Exit 131,Forest Lake,MN,55025,Parking Available,(651) 464-9740
3014,-93.266436,45.115989,Sam's Club,#6310,Gas/Diesel,8150 University Ave Ne,Fridley,MN,55432,Parking Available,(763) 784-4102
3015,-93.265319,45.122285,Walmart Supercenter,#1952,No Gas,8450 University Ave Ne,Fridley,MN,55432,Parking Available,(763) 780-9400
3016,-93.527649,47.201696,Walmart Supercenter,#1609,No Gas,100 SE 29th St,Grand Rapids,MN,55744,Parking Available,(218) 326-9682
3017,-92.891789,44.739355,Walmart Supercenter,#1472,No Gas,1752 N Frontage,Hastings,MN,55033,Parking Available,(651) 438-2400
3018,-92.183081,46.817875,Walmart Supercenter,#1757,No Gas,4740 Mall Dr,Hermantown,MN,55811,Parking Available,(218) 727-1310
3019,-92.179031,46.808694,Sam's Club,#6320,Gas,4743 Maple Grove Rd,Hermantown,MN,55811,Parking Available,(218) 722-1241
3020,-92.9599404,47.3999139,Murphy USA,#6641,Gas/Diesel,12070 Hwy 169,Hibbing,MN,55746,Parking Available,(218) 263-1376
3021,-92.960531,47.39875,Walmart Supercenter,#2937,Gas/Diesel,12080 Hwy 169,Hibbing,MN,55746,Parking Available,(218) 262-2351
3022,-94.3755722,44.8589592,Murphy USA,#6703,Gas/Diesel,1290 Hwy 15 S,Hutchinson,MN,55350,Parking Available,(320) 234-3507
3023,-94.37775,44.871641,Walmart Supercenter,#1738,Gas/Diesel,1300 Hwy 15 S,Hutchinson,MN,55350,Parking Available,(320) 587-1020
3024,-93.040817,44.817443,Walmart Supercenter,#5089,No Gas,9165 Cahill Ave,Inner rove Heights,MN,55076,No Parking,(651) 451-3975
3025,-93.297355,44.649586,Walmart Supercenter,#5992,No Gas,20710 Keokuk Ave; I-35 Exit 81,Lakeville,MN,55044,No Parking,(612) 354-5927
3026,-94.49046,45.12056,Walmart Supercenter,#4374,No Gas,2301 Frontage Rd Apt E,Litchfield,MN,55355,Parking Available,(320) 693-9552
3027,-94.3359,45.9801,Walmart Supercenter,#1634,No Gas,15091 18th St Ne,Little Falls,MN,56345,Parking Available,(320) 632-9268
3028,-93.952785,44.165392,Sam's Club,#6510,Gas,1831 E Madison Ave,Mankato,MN,56001,Parking Available,(507) 386-7600
3029,-93.950696,44.164931,Walmart Supercenter,#1473,No Gas,1881 E Madison Ave,Mankato,MN,56001,Parking Available,(507) 625-9318
3030,-93.493834,45.123769,Sam's Club,#6254,Gas/Diesel,16701 94th Ave N; I-94 Exit 213,Maple Grove,MN,55311,Car Wash,(763) 416-5320
3031,-93.493114,45.125864,Walmart Supercenter,#2882,No Gas,9451 Dunkirk Lane N; I-94 Exit 213,Maple Grove,MN,55311,No Parking,(763) 420-3500
3032,-95.768486,44.432391,Walmart Supercenter,#1722,No Gas,1221 E Main St,Marshall,MN,56258,Parking Available,(507) 532-9383
3033,-95.68886,44.94925,Walmart Supercenter,#1858,No Gas,3001 E Hwy 7,Montevideo,MN,56265,Parking Available,(320) 269-5390
3034,-93.8019,45.2843,Walmart Supercenter,#3624,No Gas,9320 Cedar St; I-94 Exit 193,Monticello,MN,55362,Parking Available,(763) 295-9800
3035,-92.590064,47.521458,Walmart Supercenter,#4849,No Gas,8580 Rock Ridge Dr,Mountain Iron,MN,55768,Parking Available,(218) 305-3314
3036,-94.504886,44.327533,Walmart Supercenter,#3760,No Gas,1720 Westridge Rd,New Ulm,MN,56073,Parking Available,(507) 350-0900
3037,-92.831526,45.033951,Walmart Supercenter,#1861,No Gas,5815 Norell Ave,Oak Park Heights,MN,55082,Parking Available,(651) 439-7476
3038,-93.249362,44.096971,Walmart Supercenter,#0982,Gas,1130 W Frontage Rd; I-35 Exit 42,Owatonna,MN,55060,Parking Available,(507) 455-0049
3039,-95.0336,46.9246,Walmart Supercenter,#4244,No Gas,1303 Charles St,Park Rapids,MN,56470,Parking Available,(218) 732-0339
3040,-92.979641,45.816809,Murphy USA,#7599,Gas/Diesel,940 Evergreen Square SW; I-35 Exit 169,Pine City,MN,55063,Parking Available,(320) 629-1034
3041,-92.97825,45.817614,Walmart Supercenter,#2367,Gas/Diesel,950 11th St SW; I-35 Exit 169,Pine City,MN,55063,Parking Available,(320) 629-5845
3042,-93.602805,45.572824,Walmart Supercenter,#3102,No Gas,300 21st St Ave N,Princeton,MN,55371,Parking Available,(763) 389-7821
3043,-92.583136,44.563115,Walmart Supercenter,#3534,No Gas,295 Tyler Rd S,Red Wing,MN,55066,Parking Available,(651) 385-0003
3044,-95.088748,44.540232,Walmart Supercenter,#1865,No Gas,1410 E Bridge St,Redwood Falls,MN,56283,Parking Available,(507) 644-6278
3045,-92.460632,43.986629,Walmart Supercenter,#2812,No Gas,25 25th St SE,Rochester,MN,55904,Parking Available,(507) 292-0909
3046,-92.512877,44.078261,Walmart Supercenter,#1971,No Gas,3400 NW 55th St; Hwy 52 Exit 59,Rochester,MN,55901,Parking Available,(507) 280-7733
3047,-92.41358,44.076642,Sam's Club,#6427,No Gas,3410 55th St NW,Rochester,MN,55901,Parking Available,(507) 281-8355
3048,-93.2196,45.037508,Walmart Supercenter,#3404,No Gas,1960 Twin Lakes Pkwy,Roseville,MN,55113,No Parking,(612) 788-1303
3049,-94.1886,45.59266,Walmart Supercenter,#1633,No Gas,21 CR 120,Sartell,MN,56377,Parking Available,(320) 259-1527
3050,-94.946898,45.72208,Walmart Supercenter,#4253,No Gas,205 12th St. S ; I-94 Exit 127,Sauk Center,MN,56378,Parking Available,(320) 352-7954
3051,-93.416414,44.779461,Walmart Supercenter,#3513,No Gas,8101 Old Carriage Ct,Shakopee,MN,55379,No Parking,(952) 445-8013
3052,-93.416463,44.781725,Sam's Club,#6311,Gas,8201 Old Carriage Ct,Shakopee,MN,55379,No Parking,(952) 496-1979
3053,-94.213974,45.587427,Sam's Club,#8183,Gas/Diesel,207 County Rd 120,St Cloud,MN,56303,Parking Available,(320) 253-8882
3054,-94.200949,45.55034,Walmart Supercenter,#3088,No Gas,3601 2nd St S,St Cloud,MN,56301,Parking Available,(320) 345-9810
3055,-93.159967,44.95473,Walmart,#5437,No Gas,1450 University Ave W; I-94 Exit 239,St Paul,MN,55104,No Parking,(651) 644-0020
3056,-93.079287,44.896787,Walmart Supercenter,#3364,No Gas,1644 S Robert St,St Paul,MN,55118,No Parking,(651) 453-0343
3057,-96.1507,48.1118,Walmart Supercenter,#3761,No Gas,1755 Hwy 59 SE,Thief River Falls,MN,56701,Parking Available,(218) 683-3643
3058,-93.063242,45.049146,Walmart Supercenter,#2087,No Gas,850 E CR E; I-35 Exit 115,Vadnais Heights,MN,55127,Parking Available,(651) 486-7001
3059,-95.126797,46.452781,Walmart Supercenter,#4246,No Gas,100 Juniper Ave NW,Wadena,MN,56482,Parking Available,(218) 631-1068
3060,-93.508808,44.097542,Walmart Supercenter,#1038,No Gas,2103 State St. N,Waseca,MN,56093,Parking Available,(507) 835-2250
3061,-93.023807,45.038514,Sam's Club,#6309,Gas/Diesel,1850 Buerkle Rd; I-694 Exit 50,White Bear Lake,MN,55110,Parking Available,(651) 779-6535
3062,-95.035407,45.101954,Walmart Supercenter,#1470,No Gas,700 19th Ave SE,Willmar,MN,56201,Parking Available,(320) 231-3456
3063,-91.617774,44.033961,Walmart Supercenter,#5397,No Gas,955 Frontenac Dr,Winona,MN,55987,Parking Available,(507) 452-0102
3064,-92.89798,44.946441,Walmart Supercenter,#2643,No Gas,10240 Hudson Rd; I-94 Exit 251,Woodbury,MN,55129,No Parking,(651) 735-5181
3065,-92.906375,44.942363,Sam's Club,#6312,Gas,9925 Hudson Rd; I-94 Exit 251,Woodbury,MN,55125,Parking Available,(651) 702-7970
3066,-95.601579,43.635573,Walmart Supercenter,#2820,Gas,1055 Ryan Rd; I-90 Exit 43,Worthington,MN,56187,Parking Available,(507) 376-6446
3067,-90.377362,38.437381,Walmart Supercenter,#1514,No Gas,2201 Michagan Ave,Arnold,MO,63010,No Parking,(636) 282-0297
3068,-93.718577,36.9459419,Murphy USA,#7446,Gas/Diesel,3018 S Elliot,Aurora,MO,65605,Parking Available,(417) 678-2015
3069,-93.715966,36.94644,Walmart Supercenter,#0092,Gas/Diesel,3020 S Elliott,Aurora,MO,65605,Parking Available,(417) 678-5800
3070,-92.676149,36.959939,Walmart Supercenter,#0056,Gas/Diesel,1309 NW 12th Ave,Ava,MO,65608,Parking Available,(417) 683-4194
3071,-92.6772892,36.9626118,Murphy USA,#7033,Gas/Diesel,1315 NW 12th Ave,Ava,MO,65608,Parking Available,(417) 683-6808
3072,-94.016926,40.262729,Walmart Supercenter,#0834,No Gas,810 S 37th St.; I-35 Exit 92,Bethany,MO,64424,Parking Available,(660) 425-4410
3073,-94.271496,39.037315,Walmart Neighborhood Market,#5149,No Gas,1700 NW SR 7,Blue Springs,MO,64014,Parking Available,(816) 427-9020
3074,-94.254931,39.024952,Walmart Supercenter,#0184,Gas/Diesel,600 NE Coronado Dr; I-70 Exit 21,Blue Springs,MO,64014,No Parking,(816) 224-4800
3075,-94.2556763,39.0264015,Murphy USA,#7192,Gas/Diesel,610 NE Coronado Dr; I-70 Exit 21,Blue Springs,MO,64014,Parking Available,(816) 229-8185
3076,-93.402813,37.591809,Walmart Supercenter,#0046,No Gas,2451 S Springfield,Bolivar,MO,65613,No Parking,(417) 326-8424
3077,-92.742143,38.9510413,Murphy USA,#7471,Gas/Diesel,2148 Main St; I-70 Exit 103,Boonville,MO,65233,Parking Available,(660) 882-3054
3078,-92.740441,38.941457,Walmart Supercenter,#0820,Gas/Diesel,2150 Main St; I-70 Exit 103,Boonville,MO,65233,Parking Available,(660) 882-7422
3079,-91.181711,39.331104,Walmart Supercenter,#0145,No Gas,3 Town Center Dr,Bowling Green,MO,63334,Parking Available,(573) 324-0040
3080,-93.371292,36.699869,Walmart Supercenter,#2175,Gas,18401 Hwy 13,Branson West,MO,65737,Parking Available,(417) 272-8044
3081,-93.3755493,36.7299881,Murphy USA,#5796,Gas,18419 Hwy 13,Branson West,MO,65737,Parking Available,(417) 272-0727
3082,-93.228829,36.670168,Walmart Supercenter,#4381,No Gas,1101 Branson Hills Pkwy,Branson,MO,65616,No Parking,(417) 334-2137
3083,-93.25953,36.639952,Walmart,#0032,No Gas,2050 W Hwy 76,Branson,MO,65616,No Parking,(417) 334-5005
3084,-90.418718,38.745359,Walmart Supercenter,#1188,No Gas,11900 St Charles Rock Rd; I-270 Exit 234,Bridgeton,MO,63044,No Parking,(314) 291-2300
3085,-93.072707,39.768584,Walmart Supercenter,#0203,Gas,937 Park Circle Dr,Brookfield,MO,64628,No Parking,(660) 258-7416
3086,-93.106003,37.639684,Walmart,#0845,No Gas,1250 W Dallas,Buffalo,MO,65622,Parking Available,(417) 345-6166
3087,-94.356209,38.255664,Walmart Supercenter,#0888,No Gas,400 S Fran Ave: I-49 Exit 131,Butler,MO,64730,No Parking,(660) 679-3151
3088,-92.7247455,38.0234677,Murphy USA,#7182,Gas/Diesel,90 Cecil St,Camdenton,MO,65020,Parking Available,(573) 317-9340
3089,-92.723534,38.024899,Walmart Supercenter,#0089,Gas/Diesel,94 Cecil St,Camdenton,MO,65020,Parking Available,(573) 346-3588
3090,-94.232571,39.758362,Walmart Supercenter,#0109,Gas,2000 N Walnut; I-35 Exit 54,Cameron,MO,64429,Parking Available,(816) 632-9900
3091,-89.549194,37.305595,Walmart Neighborhood Market,#7072,No Gas,2021 Independence St,Cape Girardeau,MO,63701,No Parking,(573) 708-6980
3092,-89.584986,37.299148,Sam's Club,#6479,No Gas,232 Shirley; I-55 Exit 96,Cape Girardeau,MO,63701,Parking Available,(573) 334-8484
3093,-89.584739,37.301211,Walmart Supercenter,#0188,No Gas,3439 Williams St,Cape Girardeau,MO,63701,Parking Available,(573) 335-4600
3094,-94.3105318,37.1432821,Murphy USA,#5751,Gas,2635 Grand Ave; I-49 Exit 49,Carthage,MO,64836,Parking Available,(417) 359-9953
3095,-94.31227,37.14201,Walmart Supercenter,#0013,Gas,2705 Grand Ave; I-49 Exit 49,Carthage,MO,64836,Parking Available,(417) 358-3000
3096,-93.8876501,36.6758381,Murphy USA,#7320,Gas/Diesel,1201 Old Exeter Rd,Cassville,MO,65625,Parking Available,(417) 847-1153
3097,-93.888372,36.676165,Walmart Supercenter,#0914,Gas/Diesel,1401 Old Exeter Rd,Cassville,MO,65625,Parking Available,(417) 847-3138
3098,-90.591394,38.6668,Walmart Supercenter,#2600,Gas,100 Thf Blvd; I-64 Exit 17,Chesterfield,MO,63005,No Parking,(636) 536-4601
3099,-90.59692,38.666455,Sam's Club,#6252,No Gas,196 Thf Blvd; I-64 Exit 17,Chesterfield,MO,63005,Parking Available,(636) 728-0359
3100,-93.554927,39.776547,Walmart Supercenter,#0135,Gas,1000 Graves St.,Chillicothe,MO,64601,Parking Available,(660) 646-6000
3101,-93.750499,38.363675,Walmart Supercenter,#0020,No Gas,1712 E Ohio,Clinton,MO,64735,Parking Available,(660) 885-5536
3102,-92.295397,38.951639,Sam's Club,#8163,No Gas,101 Conley Rd,Columbia,MO,65201,Parking Available,(573) 875-2979
3103,-92.323633,38.912265,Walmart Supercenter,#0451,No Gas,1201 Grindstone Pkwy,Columbia,MO,65201,No Parking,(573) 449-0815
3104,-92.382434,38.956067,Walmart Supercenter,#0080,No Gas,3001 W Broadway; I-70 Exit 124,Columbia,MO,65203,No Parking,(573) 445-9506
3105,-92.295834,38.954906,Walmart Supercenter,#0159,No Gas,415 Conley Rd,Columbia,MO,65201,Parking Available,(573) 499-4935
3106,-91.402329,38.073295,Walmart Supercenter,#0895,No Gas,100 Ozark Dr; I-44 Exit 208,Cuba,MO,65453,Parking Available,(573) 885-2501
3107,-90.572958,38.152711,Walmart Supercenter,#0152,No Gas,12862 State Rd 21,De Soto,MO,63020,Parking Available,(636) 586-6878
3108,-90.511589,37.882293,Murphy USA,#6870,Gas/Diesel,401 N State St,Desloge,MO,63601,Parking Available,(573) 518-0457
3109,-90.513354,37.881991,Walmart Supercenter,#0095,Gas/Diesel,407 N State St,Desloge,MO,63601,Parking Available,(573) 431-5094
3110,-89.992297,36.801347,Walmart Supercenter,#0030,Gas/Diesel,2025 W Business Hwy 60,Dexter,MO,63841,Parking Available,(573) 624-5514
3111,-92.584397,38.33533,Walmart,#0044,No Gas,1802 S Business Hwy 54,Eldon,MO,65026,Parking Available,(573) 392-3114
3112,-90.656595,38.505584,Walmart Supercenter,#0295,No Gas,131 Eureka Town Center Dr; I-44 Exit 261,Eureka,MO,63025,Parking Available,(636) 587-9836
3113,-94.265186,39.33046,Walmart Supercenter,#0195,Gas/Diesel,2203 Patsy Lane,Excelsior Springs,MO,64024,Parking Available,(816) 630-1003
3114,-94.2639855,39.331573,Murphy USA,#7150,Gas/Diesel,2211 Patsy Lane,Excelsior Springs,MO,64024,Parking Available,(816) 637-6930
3115,-90.434645,37.790244,Walmart Supercenter,#0037,No Gas,707 Walton Dr,Farmington,MO,63640,No Parking,(573) 756-8448
3116,-90.438802,38.509239,Walmart Supercenter,#0805,No Gas,653 Gravois Bluffs Blvd,Fenton,MO,63026,Parking Available,(636) 349-3116
3117,-90.3880386,38.2131004,Murphy USA,#5775,Gas,630 S Truman Blvd; I-55 Exit 174,Festus,MO,63028,Parking Available,(636) 937-2920
3118,-90.388896,38.212515,Walmart Supercenter,#0069,Gas,650 S Truman Blvd; I-55 Exit 174,Festus,MO,63028,Parking Available,(636) 937-8441
3119,-90.292342,38.812288,Walmart Supercenter,#5927,No Gas,3390 N Hwy 67,Florissant,MO,63033,No Parking,(314) 824-0023
3120,-90.3218309,37.5599767,Murphy USA,#7230,Gas/Diesel,1021 Walton Dr,Fredericktown,MO,63645,Parking Available,(573) 783-1975
3121,-90.32055,37.558986,Walmart Supercenter,#0337,Gas/Diesel,1025 Walton Dr,Fredericktown,MO,63645,Parking Available,(573) 783-5581
3122,-91.944688,38.864263,Walmart Supercenter,#0051,No Gas,1701 N Bluff St,Fulton,MO,65251,No Parking,(573) 642-6877
3123,-94.54667,39.22535,Walmart Supercenter,#1120,No Gas,7207 N M-1 Hwy,Gladstone,MO,64119,Parking Available,(816) 436-8900
3124,-91.398862,39.724488,Walmart Supercenter,#0609,Gas/Diesel,3650 Stardust Dr,Hannibal,MO,63401,Parking Available,(573) 221-5610
3125,-91.3976428,39.7227243,Murphy USA,#6775,Gas/Diesel,3660 Stardust Dr,Hannibal,MO,63401,Parking Available,(573) 221-2762
3126,-94.368092,38.666189,Walmart Supercenter,#0096,Gas,1700 N 291 Hwy; I-49 Exit 160,Harrisonville,MO,64701,Parking Available,(816) 884-5635
3127,-94.3668703,38.6663952,Murphy USA,#5782,Gas,1720 N 291 Hwy; I-49 Exit 160,Harrisonville,MO,64701,Parking Available,(816) 380-6957
3128,-93.736797,39.077437,Walmart,#0326,No Gas,1180 W 19th St,Higginsville,MO,64037,Parking Available,(660) 584-7717
3129,-90.523233,38.462485,Walmart Supercenter,#0313,No Gas,2700 Ridge Point Dr,High Ridge,MO,63049,Parking Available,(636) 375-3201
3130,-91.9603059,37.3128674,Murphy USA,#6864,Gas/Diesel,1431 S Sam Houston Blvd,Houston,MO,65483,Parking Available,(417) 967-1607
3131,-91.96006,37.31438,Walmart Supercenter,#0166,Gas/Diesel,1433 S Sam Houston Blvd,Houston,MO,65483,Parking Available,(417) 967-3302
3132,-94.413901,39.058123,Walmart Neighborhood Market,#6500,No Gas,3411 S Noland Rd,Independence,MO,64055,No Parking,(816) 252-0065
3133,-94.36597,39.046189,Walmart Supercenter,#1014,No Gas,4000 S Bolger Dr; I-70 Exit 15,Independence,MO,64055,Parking Available,(816) 478-4090
3134,-94.366052,39.044241,Sam's Club,#8293,Gas,4100 Bolger Dr,Independence,MO,64055,Parking Available,(816) 350-1687
3135,-89.6333084,37.3637886,Murphy USA,#5805,Gas,3039 E Jackson Blvd; I-55 Exit 102,Jackson,MO,63755,Parking Available,(573) 204-7295
3136,-89.634356,37.362931,Walmart Supercenter,#0122,Gas,3051 E Jackson Blvd; I-55 Exit 102,Jackson,MO,63755,Parking Available,(573) 243-3909
3137,-92.119038,38.541293,Walmart Supercenter,#5477,No Gas,401 Supercenter Dr,Jefferson City,MO,65101,No Parking,(573) 635-3535
3138,-92.218452,38.58006,Walmart Supercenter,#0029,No Gas,724 Stadium W Blvd,Jefferson City,MO,65109,Parking Available,(573) 635-8283
3139,-92.223517,38.577015,Sam's Club,#6505,Gas/Diesel,849 Stoneridge Pkwy,Jefferson City,MO,65109,Parking Available,(573) 469-0906
3140,-94.47405,37.073291,Walmart Supercenter,#0059,No Gas,1501 S Rangeline Rd,Joplin,MO,64804,Parking Available,(417) 781-0100
3141,-94.496473,37.083067,Walmart Neighborhood Market,#4057,Gas,1600 E 7th St,Joplin,MO,64801,No Parking,(417) 680-2022
3142,-94.532326,37.064167,Walmart Neighborhood Market,#4478,Gas,2426 S Maiden Ln,Joplin,MO,64804,Parking Available,(417) 208-0561
3143,-94.513479,37.14275,Walmart Neighborhood Market,#4470,Gas,25145 Demott Dr,Joplin,MO,64801,Parking Available,(417) 208-0113
3144,-94.5463715,37.085041,Murphy USA,#5789,Gas,2619 W 7th St,Joplin,MO,64801,Parking Available,(417) 624-6675
3145,-94.545922,37.085811,Walmart Supercenter,#0079,Gas,2623 W 7th St,Joplin,MO,64801,Parking Available,(417) 206-4644
3146,-94.475002,37.050009,Sam's Club,#6415,Gas,3536 Hammons Blvd,Joplin,MO,64804,Parking Available,(417) 623-6200
3147,-94.44279,39.045669,Walmart Supercenter,#4553,Gas/Diesel,11601 E Hwy 40; I-70 Exit 11,Kansas City,MO,64133,Parking Available,(816) 313-1183
3148,-94.606021,38.884997,Walmart Supercenter,#2955,No Gas,1701 W 133rd St,Kansas City,MO,64145,No Parking,(816) 942-3847
3149,-94.578831,39.186771,Sam's Club,#8207,Gas/Diesel,5110 N Oak Trafficway; I-29 Exit 1,Kansas City,MO,64118,Car Wash,(816) 452-0005
3150,-94.548767,39.189219,Walmart Neighborhood Market,#2442,No Gas,5261 N Antioch Rd,Kansas City,MO,64119,No Parking,(816) 448-2061
3151,-94.460988,39.239352,Sam's Club,#6247,Gas/Diesel,8130 N Church Rd; I-35 Exit 16,Kansas City,MO,64158,Parking Available,(816) 439-4006
3152,-94.460693,39.241858,Murphy USA,#7559,Gas/Diesel,8281 N Chuch Rd; I-35 Exit 16,Kansas City,MO,64158,Parking Available,(816) 415-3000
3153,-94.460169,39.243312,Walmart Supercenter,#0234,Gas,8301 N Church Rd; I-35 Exit 16,Kansas City,MO,64158,Parking Available,(816) 792-4644
3154,-94.654452,39.251416,Walmart Supercenter,#2857,No Gas,8551 N Boardwalk AvE ; I-29 Exit 8,Kansas City,MO,64154,Parking Available,(816) 741-1099
3155,-90.037473,36.237805,Walmart Supercenter,#0190,Gas,1500 1st St,Kennett,MO,63857,Parking Available,(573) 888-2084
3156,-90.0379492,36.2367149,Murphy USA,#5745,Gas,1502 1st St,Kennett,MO,63857,Parking Available,(573) 717-7040
3157,-92.582467,40.2154923,Murphy USA,#5744,Gas,2204 N Baltimore St,Kirksville,MO,63501,Parking Available,(660) 665-4209
3158,-92.580839,40.216504,Walmart Supercenter,#0189,Gas,2206 N Baltimore St,Kirksville,MO,63501,Parking Available,(660) 627-7100
3159,-90.404041,38.563014,Walmart Supercenter,#2694,No Gas,1202 S Kirkwood Rd; I-44 Exit 277,Kirkwood,MO,63122,Parking Available,(314) 835-9406
3160,-90.7832989,38.7726898,Murphy USA,#7289,Gas/Diesel,723 Raymond Dr,Lake St Louis ,MO,63367,Parking Available,(636) 625-1238
3161,-90.785273,38.772424,Walmart Supercenter,#5313,Gas/Diesel,6100 Ronald Reagan Dr,Lake St Louis,MO,63367,No Parking,(636) 625-2101
3162,-94.3008987,37.4953917,Murphy USA,#7076,Gas/Diesel,25 SW 1st Lane,Lamar,MO,64759,Parking Available,(417) 681-0755
